star,review
4.5,룸컨디션이 너무 깨끗해서 좋았고 침구가 특히 브랜드를 알고 싶을 정도로 좋아서 숙면을 취하고 아주 개운했어요:-) 시티뷰로 해주셨는데 밤에 야경이 아주 예뻤습니다’ 조식은 오믈렛도 앞에서 바로 오더해서 받을 수 있는 것도 좋고 음식도 좋았는데 코로나 때문에 줄어든 예약때문에 보관이 어려워서 그런지 요플레가 액티비아로 놓아져있는 건 너무 시판제품을 그대로 쓰는 것이 보여서 그 점은 좀 아쉬웠습니다 하지만 대부분 만족스러웠습니다 다음에도 또 이용하고 싶을 것 같아요:-D
4.8,마주하는 직원분들이 모두 친절하셨습니다. 뷰도 아주 좋고 방음도 잘 됐습니다. 특히 한강뷰보다는 남산뷰가 더 예쁜 거 같아요 :) 고층임에도 수압도 적당하고 온수도 잘 유지됐습니다.(안 그런 호텔을 경험한 적아 있어 걱정했거든요 ㅜㅜ) 무엇보다 위치가 최고.. 역과 연결되어 오가기도 편하고 아이파크몰에서 시간을 보낼 수도 있어 호캉스 하기에 딱 좋았습니다. 아주 만족!!
5,노을보려면 한강뷰추천 야경보려면 남산뷰 추천드립니다! 금액대 다른호텔들보다 룸도 컸구 조용하고 좋았습니다. 홈바 테이블과 싱크대있는게 최고였다고 생각합니다~ 저녁6시 체크인 ~ 다음날 4시체크아웃 으로 아주 편히 쉬다 갑니다.
5,주니어 스위트룸 한강뷰로 묵었는데 넘 깨끗하고 전망도 좋았어요 화장실불을 제외하고 터치로 전등이랑 커튼 조절 가능해서 편리했구요 침대 사이즈가 크고 푹신해서 아주 편하게 묵었습니다 추천해요
5,너무 잘 쉬다가 왔어요~! 기념일이어서 호캉스로 간거였는데 객실도 너무 깨끗하고 쾌적하게 되어있어서 또오자고 약속했네요 ^^ 전망도 확트여서 좋았고 룸컨디션 대만족이었어요~ 또 가고싶어요 노보텔~~
4.8,"우ㅣ치도 너무 좋고 방도 마음에 들었습니다! 리버뷰 잘 안보인다는 글 많이 봤는데 고층, 끝 쪽 방? 으로 가니까 잘 보였습니다ㅠㅠㅠㅠㅠ 호캉스 처음이였는데 스타트 너무 잘 시작한거 같아요! 직원분들이 대부분 좀 덤덤? 해보여서 아쉬웠습니당! 다음에 또 방문 할 의사 무조건 있습니다!"
4.5,36층 스위트룸 만족스러운 하루를 보냈네요.푹신한 침구와 따뜻한 실내 눈부신 야경까지 오래오래 기억에 남을 것 같아요. 코로나가 아니였으면 헬스장 수영장 등 이용시설이 더 늘었겠지만 그럼에도불구하고 다시오고싶네요. 치약 없음. 처음방문인데 설명이 부족했음( 엘베카드키사용. 주차. 레스토랑 위치안내) 실내온도가 30도에설정되어있어서 cool 기능했는데 잘 안내려가요. 20도까지 가능한데 하루종일 26도 이상을 유지했네요. 넷플릭스가 안되서 아쉽네요. 일반티비였어요.
4.8,one suite day 패키지를 이용했는데 풍선 관련 문의 했을때 답변 받기까지 이틀 걸렸다. 호텔내에서 아직 협의가 안된 부분이 있었는지 그 후에 답변 받았을땐 사진처럼 메인풍선 세개에 대한 레터링 문구를 정해 달라해서 말씀드렸지만 몇일뒤에 다시 마케팅팀에서 연락이 와서 문구를 정해달라해서 전달이 잘 안됐나 싶어 문자로 다시 남겼고 분명 처음에 전달받았을땐 세개라 해서 총 세개의 문구를 보냈더니 하나만 가능 하다는 답변을 받았으며 한개의 풍선에 두줄로 가능 하다 해서 두줄로 나눠서 보냈는데 도착해서 보니 한줄로만 되있어서 좀 실망 스러웠다. 그외에는 시설도 좋고 디저트타워 스파클링와인 등등 만족스러웠다
5,부모님 결혼 30주년 선물로 예약해드렸습니다 코로나 때문에 안되는 시설이 많은데도 불구하고 룸서비스며 필요한 부분들 최대한 맞춰주셔서 너무 감사했습니다 덕분에 행복한 30주년 보내셨다고 하시네요 감사합니다! ^^
4.5,들어가자 마자 침대 부터 확인하는데 침대에 머리카락이 있었어요~ 그리고 테이블에 커피자국 이런거 하나도 안치우신거 같더라구요 말할까 하다가 체크인해주신 직원분 너무 너무 친절하셔서 말 안했어요 청소 잘!좀! 해주세요
5,"전체적으로 너무 깨끗했고 한강뷰도 너무 예뻤어요 그리고 수영장도 사우나도 청결했고 바디워시, 샴푸&린스가 있어서 편리했어요 무엇보다 빗 사용 후 통이 있어서 쾌적함과 관리받고있음을 제대로 느낄 수 있었습니다"
4.8,"깨끗하고 좋은 침구로 행복하고 따뜻한 시간 보낼 수 있었습니다. 다만 샤워 어메니티 (샴푸, 바디워시, 컨디셔너) 입구에 문제가 있어서 제대로 사용하지 못한 부분이 아쉬웠습니다. 하지만 이걸 제외하고는 넓은 방, 적정한 온도, 깨끗한 시설로 기분 좋은 기념일 보낼 수 있었습니다. 감사합니다"
4.8,"객실로 깨끗하고, 룸 서비스도 너무 좋고, 음식도 너무 맛있었어요!! 무엇보가 뷰가 너무 마음에 들었습니다!! 다음에 또 방문하고 싶은 곳 중 한 곳입니다. 덕분에 좋은 추억 만들고갑니다 :)"
5,직원분들 너무 친절하시고 객실안 청결 상태도 너무 좋고 깨끗해요 항상 하루만 있다오려고 하다가 연장해서 3박4일 있다가 와요 들어가면 나오기 싫을정도로 룸컨디션 너무좋고 항상 잘 쉬다가요 ㅎㅎ
4.5,시설도 깨끗하고 룸컨디션도 훌륭하고 뷰도 넘 좋았어요:) 근데 편의점 찾으려고 넘넘 고생을했어요 ㅠ 안내해주실때 편의점 위치도 같이 안내해주시면 고객들이 더 편하게 이용할 것 같아요. 잘 쉬다갑니다~~~^^
5,"일단 시설도 좋고 뷰도 좋은데 직원들이 친절해요. vip 처럼 대하고 1:1 고객 요청을 처리 하는데 융통성도 있고 좋았습니다. 5 성급만 서울시내 호텔 왠만한데 다 다녀 봤는데 상위 3 프로 정도의 친절과 좋은 뷰와 시설을 가지고 있습니다. 결제 할때는 약간 가격이 좀 있다고 생각 했는데 , 직원들의 서비스 응대와 뷰 때문에 퇴실 할때는 돈이 하 나 도 아깝지 않았습니다. 저는 계속 올겁니다. flex 하기 딱 좋습니다. 살짝 아쉽다면 발렛파킹 업무 시간 지난 이외에는 좀 찾아야 하는 면이 살짝 아쉽습니다. 근무시간 외에 직통 연결 같은거 있으면 더 나무랄데는 없습니다."
4.8,청결이나 접근성이나 시설이나 매우 좋았습니다 멀리는 못가고 호캉스로 휴가보냈는데 만족스럽구요 안에서 다 할 수 있어서 편하고 또 36시간 패키지라서 이틀동안 있던 것 같이 오래 쉬다 온거같아서 더 좋았습니다
5,"뷰 좋고, 서비스, 시설 다 너무 좋았어요. 금연실인데 화장실에서 담배냄새 나서 전화 드렸더니 저희 방 아래로 흡연에 관해 방으로 다 전화돌려주시고 바꿔주시겠다 하시더라구요! 이런 부분에서 세세하게 대응해준 것도 맘에 들었습니다. 수영장, 바베큐 다 잘 즐기고 갑니다. 다음엔 더 머물다 가려구요!"
4.5,1박2일 스카이비치풀 포함으로 이용했는데요.. 체크인하고 이용하려고하니 야외풀이용은 오후 5시까지라해서..저흰 주목적이 스카이비치풀이였기때문에.. 호텔측에 양해를구해서 다음날 체크아웃하고 이용할수있도록 했어요~그래서 첫날은 실내수영장에서 놀다가 사우나에서 몸풀고 다음날 체크아웃하고 스카이비치풀 느긋하게 이용했습니다~코로나때문에인지 사람이 없어서 전세낸거같았어요. 객실은 넓고 베드도 크고 침구도 편안했고 작은홈바도있어서 편했어요.다만 욕조가 없어서 아쉬웠다는~전체적으로 만족스러웠어요~
5,"20개월 아기랑 놀기 좋은 수영장 이였어요. 스카이비치 추천합니다. 2시전에 얼리체크인 해주셨고, 아기침대도 바로 놔주셨어요. 체크인전에 수영장 미리 이용하려고 했는데 배려해주신 덕분에 수영복도 방에서 갈아입고 편하게 이용했습니다. 코로나19로 인한 열체크 철저 했고요. 마스크 쓰지 않으면 식당 출입 못하는 부분 철처해서 좋았습니다."
5,늘노보텔스위트룸을 이용할때마다 기분이좋아집니다 투숙객을위한배려가느껴지며 직원한분한분너무친절하세요 호텔입구들어섬에있어서 드레곤시티에향기가느껴지며 친절히얼리체크인으로 기분이더업이됩니다 룸안에서는뭐설명이필요할까요? 서울도심에서가족이투숙하기 너무좋은최고의호텔입니다
4.5,다 좋아요~ 근데 그냥 제 취향에 안맞아요.. 건물 폭이 좁아서 로비나 편의시설 이용하러 가는 길들이 좁아서 답답해요~ 그냥 저의 개취에 안맞음.. 하지만 시설들 깨끗 친절 맛있고 좋아요~
5,남자친구랑 호캉스 제대로 즐기고 왔어요~ 밤에 남산타워보면서 와인 마시는데 너무 행복했어요 침대 엄청 푹신하고 비와서 실내수영장에서 놀았는데 바로 수영복 세탁기돌리고 건조시킬수있어서 좋았어요
4.8,"체크인 과정에서 객실 청소가 조금 미흡했던 부분은 있으나(카페트 먼지 및 머리카락), 로비에서의 접객 응대 서비스를 더불어 호텔 컨시어지 직원들, 1층 와인바 직원들까지도 친절도 만렙이었음. 일정에 여유가 계신 분들은 2박 정도 머물며 휘트니스 및 사우나, 수영장 등의 부대시설을 이용해도 좋을 것 같으며 와인바에서 와인을 구매하여 객실에서 조촐하게 파티를 즐겨도 매우 좋을 것이라 사료됨. 위치부터 서비스 부문에서 완벽히 만족하며, 푹 쉬다 정말 잘 머물고 갑니다!!"
4.8,아기랑 호캉스가기 너무 좋은 호텔이에요~디럭스 스위트 룸이여서 거실이랑 침실 분리되어있어서 아기 재우고 거실에서 남편이랑 둘이 쉴수도있구 욕조도있어서 수영장 따로 안가구 욕조에서 거품목욕 시켜주기 좋았어요~다만 욕조 크기가 큰편이아니라 남편과 아이(27개월)둘이 들어가니 꽉 차더라구요ㅎㅎ욕조가 일반 욕조크기라 조금 아쉬웠지만 그래도 좋았어요~룸서비스도 따뜻하게와서 갈비탕 맛있게 잘먹었어요!호텔 내 라운지 시설도 많고 크기가 커서 아기랑 여기저기 둘러보면서 시간보내기 좋았구 다 만족스러웠어요~
5,뷰나 객실만 놓고 보면 어느 호텔 못지 않습니다. 다만 수영장이 너무 아담하고 물관리도 조금 약하네요. 라운지등 먹을 곳은 좀 더 좋았으면 좋겠습니다. 그래도 객실이 워낙 좋아서 평점 5.0 드립니다. 잘 지내다 갑니다.
4.5,방이 넓어서 너무 만족스러웠어요.자녀들과 지내기에 불편함이 없었구요 침대또한 너무 포근해서 잘잤어요. 그런데 가장자리 커텐이 살짝 벌어져서 아침에 눈쪽에 해가 비춰서 창가쪽으로 몸을 돌릴수가 없었어요. 그거빼곤 좋았어요.
5,하ㄴ강뷰로 요청드렸는데 주니어 스위트 한강뷰는 이미 만실 되었다며 디럭스 스위트 한강뷰로 룸 업그레이드를 해주셨습니다 :-) 코로나로 외식도 안하고 있어서 이번에 휴가로 호텔 콕 하며 맛있는거 시켜먹고 예능보고 푹 쉬려고 했는데 요청사항 반영해주시려 룸업그레이를 해주시다니 덕분에 행복하게 쉬었답니다.
5,너무 잘 쉬다가 가구요 36시간 숙박 이벤트가 너무 좋았네요 항상 체크아웃 시간에 맞춰서 부랴부랴 나갔었는데 정말로 호캉스 제대로 즐기다가 왔어요 신랑도 좋아하고 저희 아들도 너무 잘 있다가 가요 용산역 아이파크몰도 정말 가까워서 좋았구요 조식도 맛있었어요!! 수영장도 이른시간에 가니 사람도 없어서 좋았구 사우나 시설도 깨끗해서 좋았어용! 또 이용하고 싶어요
5,남산뷰로 신청했는데 전망이 너무 좋았습니다. 방도 넓어서 방에만 있어도 답답한것도 없고 특히 36시간 패키지라 1박이지만 호텔을 온전히 즐길 수 있어서 좋았습니다. 피트니스센터도 기구가 많지는 않았지만 쓸만했어요.
5,깨끗하고 뷰도 좋고 정말정말 친절한 직원 분들까지! 1주년 기념으로 호캉스 갔던건데 너무 만족합니다. 수영장이 좀 좁았지만 사람이 많지않아 괜찮았구요. 사우나도 깨끗하고 좋았습니다. 피트니스가 생각보다 넓고 기구가 많아서 놀랐어요. 운동도 정말 잘 할수 있었어요. 문제가 있어서 요청드렸을 때에도 정말 즉각적이고 만족할만한 해결해주셔서 여러모로 만족스러웠습니다. 데일리호텔에 EFL (Executive Floor Lounge) 내용이 있어서 이용해보고싶었는데 중단되었다고해서 아쉬웠습니다. 관련내용 수정되면 좋겠네요! 다음에 또 방문할거에요!
5,너무 좋았어요 아쉬운점이 있다면 에어컨이 좀 안시원했어요 직원도 친절하고 깨끗하고 만족스러운부분이 너무 많아서 에어컨이 안시원하다고 컴플레인할수 없을정도? 또 갈꺼에요 그만큼 만족입니다
4.8,전체적으로 크고 깔끔하고 뷰도 트여서 너무좋았어요! 패키지로 룸서비스 온거는 둘이 저녁대용으로 먹기에 충분했고 분위기도 너무 좋게 꾸며졌습니다.. 나중 기념일에 또 찾아올거같아요!
4.5,깨끗하고 고층이라 전망도 시원했구요. 별말안했는데 한강뷰로 해주셨네요 한강하고 거리가 조금 있어서 잘보이는건 아니었지만 좋았어요. 호캉스겸 간거라 욕조가 없는건 조금 아쉬웠어요 그냥 놀려고 숙박한건 처음인데 이정도 가격이면 두달에 한번정도는 와서 놀아도 괜찮을거같아요
5,모든것이깨끗. 팩키지로 나왔던 다이닝 인룸 디너도 매우만족 2인이 먹기에 양도적당. 스테이크는 정말 맛있었어요. 용산전자상가를 통해 호텔입구가 되어 있어서 주차장 들어가기전 분위기가 약간 뭐했지만 호텔자체는 괜찮네요.
5,위치 야경 뷰 침구 청소 전부 만점이예요 침구류 및 침대 엄청 중요시하게 보는데 침대가 너무 편해서 꿀잠 잤어요 코로나땜에 수영장 및 사우나 이용은 안했어요 괜히 찜찜해서 조만간 또 갈거 같아요 고층이라 창문을 열수없어서 환기가 안되는게 아쉽긴 했어요
4.5,"일단 위치너무 좋고,뷰는 말할것도없어요. 통창이여서 정말 뷰가 끝내줍니다. 시티뷰로 하려고 하다가 한강뷰가 더높은층이여서 한강뷰로 했는데 탁월한선택! 무조건 높은층으로 하세요! 다이닝룸 패키지로햇는데 스테이크,랍스타,와인 아주맛잇엇고 양도 만족했습니다.한가지 아쉬운점은 생각보다 좀 더럽다는것. 청소를 깨끗히 안하시는건지... 전체적인 룸부분은 깨끗햇는데 작은곳까지는 신경을 안쓰시나봐요.. 퇴실하기전에 컵사용하려고 들엇는데 컵입구에 립스틱자국이.... 미리 봣음 말햇을텐데 ㅠㅠ 입실하시고 청소잘되잇는지 잘확인해보시길바래요.그리고 치약칫솔이없어요 ㅠㅠ핵당황쓰..치약칫솔챙겨가세여"
